# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-29 12:34:02 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03109500 Little Beaver Creek near East Liverpool OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 03109500
#            TS   parameter     statistic     Description
#        108675       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	108675_00060_00003	108675_00060_00003_cd
USGS	03109500	2012-10-26	58.5	A
USGS	03109500	2012-10-27	59.2	A
USGS	03109500	2012-10-28	77.9	A
USGS	03109500	2012-10-29	267	A
USGS	03109500	2012-10-30	1830	A
USGS	03109500	2012-10-31	1870	A
USGS	03109500	2012-11-01	1130	A
USGS	03109500	2012-11-02	660	A
USGS	03109500	2012-11-03	435	A
USGS	03109500	2012-11-04	330	A
USGS	03109500	2012-11-05	270	A
USGS	03109500	2012-11-06	231	A
USGS	03109500	2012-11-07	208	A
USGS	03109500	2012-11-08	186	A
USGS	03109500	2012-11-09	171	A
USGS	03109500	2012-11-10	174	A
USGS	03109500	2012-11-11	177	A
USGS	03109500	2012-11-12	170	A
USGS	03109500	2012-11-13	187	A
USGS	03109500	2012-11-14	201	A
USGS	03109500	2012-11-15	188	A
USGS	03109500	2012-11-16	190	A
USGS	03109500	2012-11-17	182	A
USGS	03109500	2012-11-18	169	A
USGS	03109500	2012-11-19	165	A
USGS	03109500	2012-11-20	162	A
USGS	03109500	2012-11-21	157	A
USGS	03109500	2012-11-22	154	A
USGS	03109500	2012-11-23	151	A
USGS	03109500	2012-11-24	147	A
USGS	03109500	2012-11-25	146	A
USGS	03109500	2012-11-26	143	A
USGS	03109500	2012-11-27	141	A
USGS	03109500	2012-11-28	138	A
USGS	03109500	2012-11-29	136	A
USGS	03109500	2012-11-30	136	A
USGS	03109500	2012-12-01	121	A
USGS	03109500	2012-12-02	123	A
USGS	03109500	2012-12-03	135	A
USGS	03109500	2012-12-04	145	A
USGS	03109500	2012-12-05	229	A
USGS	03109500	2012-12-06	277	A
USGS	03109500	2012-12-07	237	A
USGS	03109500	2012-12-08	516	A
USGS	03109500	2012-12-09	536	A
USGS	03109500	2012-12-10	1540	A
USGS	03109500	2012-12-11	2270	A
USGS	03109500	2012-12-12	1110	A
USGS	03109500	2012-12-13	668	A
USGS	03109500	2012-12-14	504	A
USGS	03109500	2012-12-15	418	A
USGS	03109500	2012-12-16	384	A
USGS	03109500	2012-12-17	476	A
USGS	03109500	2012-12-18	868	A
USGS	03109500	2012-12-19	772	A
USGS	03109500	2012-12-20	677	A
USGS	03109500	2012-12-21	1680	A
USGS	03109500	2012-12-22	1200	A
USGS	03109500	2012-12-23	784	A
USGS	03109500	2012-12-24	643	A
USGS	03109500	2012-12-25	587	A
USGS	03109500	2012-12-26	556	A
USGS	03109500	2012-12-27	548	A
USGS	03109500	2012-12-28	492	A
USGS	03109500	2012-12-29	476	A
USGS	03109500	2012-12-30	465	A
USGS	03109500	2012-12-31	425	A
USGS	03109500	2013-01-01	435	A:e
USGS	03109500	2013-01-02	402	A:e
USGS	03109500	2013-01-03	361	A:e
USGS	03109500	2013-01-04	354	A:e
USGS	03109500	2013-01-05	349	A:e
USGS	03109500	2013-01-06	345	A:e
USGS	03109500	2013-01-07	336	A:e
USGS	03109500	2013-01-08	328	A:e
USGS	03109500	2013-01-09	339	A:e
USGS	03109500	2013-01-10	479	A
USGS	03109500	2013-01-11	986	A
USGS	03109500	2013-01-12	2730	A
USGS	03109500	2013-01-13	1960	A
USGS	03109500	2013-01-14	1320	A
USGS	03109500	2013-01-15	967	A
USGS	03109500	2013-01-16	785	A
USGS	03109500	2013-01-17	682	A
USGS	03109500	2013-01-18	579	A
USGS	03109500	2013-01-19	505	A
USGS	03109500	2013-01-20	470	A
USGS	03109500	2013-01-21	411	A
USGS	03109500	2013-01-22	325	A:e
USGS	03109500	2013-01-23	298	A:e
USGS	03109500	2013-01-24	294	A:e
USGS	03109500	2013-01-25	293	A:e
USGS	03109500	2013-01-26	313	A:e
USGS	03109500	2013-01-27	391	A:e
USGS	03109500	2013-01-28	485	A:e
USGS	03109500	2013-01-29	867	A:e
USGS	03109500	2013-01-30	1260	A:e
USGS	03109500	2013-01-31	2420	A
USGS	03109500	2013-02-01	1330	A
USGS	03109500	2013-02-02	803	A
USGS	03109500	2013-02-03	742	A
USGS	03109500	2013-02-04	616	A
USGS	03109500	2013-02-05	570	A
USGS	03109500	2013-02-06	506	A
USGS	03109500	2013-02-07	430	A
USGS	03109500	2013-02-08	389	A:e
USGS	03109500	2013-02-09	372	A:e
USGS	03109500	2013-02-10	452	A
USGS	03109500	2013-02-11	565	A
USGS	03109500	2013-02-12	798	A
USGS	03109500	2013-02-13	602	A
USGS	03109500	2013-02-14	518	A
USGS	03109500	2013-02-15	481	A
USGS	03109500	2013-02-16	439	A:e
USGS	03109500	2013-02-17	370	A:e
USGS	03109500	2013-02-18	326	A:e
USGS	03109500	2013-02-19	321	A:e
USGS	03109500	2013-02-20	314	A:e
USGS	03109500	2013-02-21	307	A:e
USGS	03109500	2013-02-22	299	A:e
USGS	03109500	2013-02-23	297	A:e
USGS	03109500	2013-02-24	295	A:e
USGS	03109500	2013-02-25	293	A:e
USGS	03109500	2013-02-26	321	A:e
USGS	03109500	2013-02-27	2340	A
USGS	03109500	2013-02-28	2440	A
USGS	03109500	2013-03-01	1530	A
USGS	03109500	2013-03-02	1110	A
USGS	03109500	2013-03-03	884	A
USGS	03109500	2013-03-04	753	A
USGS	03109500	2013-03-05	663	A
USGS	03109500	2013-03-06	660	A
USGS	03109500	2013-03-07	761	A
USGS	03109500	2013-03-08	708	A
USGS	03109500	2013-03-09	604	A
USGS	03109500	2013-03-10	551	A
USGS	03109500	2013-03-11	527	A
USGS	03109500	2013-03-12	1060	A
USGS	03109500	2013-03-13	1020	A
USGS	03109500	2013-03-14	737	A
USGS	03109500	2013-03-15	637	A
USGS	03109500	2013-03-16	628	A
USGS	03109500	2013-03-17	617	A
USGS	03109500	2013-03-18	707	A
USGS	03109500	2013-03-19	1540	A
USGS	03109500	2013-03-20	1150	A
USGS	03109500	2013-03-21	845	A
USGS	03109500	2013-03-22	722	A
USGS	03109500	2013-03-23	636	A
USGS	03109500	2013-03-24	577	A
USGS	03109500	2013-03-25	603	A
USGS	03109500	2013-03-26	758	A
USGS	03109500	2013-03-27	899	A
USGS	03109500	2013-03-28	802	A
USGS	03109500	2013-03-29	682	A
USGS	03109500	2013-03-30	607	A
USGS	03109500	2013-03-31	567	A
USGS	03109500	2013-04-01	561	A
USGS	03109500	2013-04-02	499	A
USGS	03109500	2013-04-03	441	A
USGS	03109500	2013-04-04	399	A
USGS	03109500	2013-04-05	383	A
USGS	03109500	2013-04-06	358	A
USGS	03109500	2013-04-07	339	A
USGS	03109500	2013-04-08	322	A
USGS	03109500	2013-04-09	311	A
USGS	03109500	2013-04-10	355	A
USGS	03109500	2013-04-11	4450	A
USGS	03109500	2013-04-12	3640	A
USGS	03109500	2013-04-13	2500	A
USGS	03109500	2013-04-14	1520	A
USGS	03109500	2013-04-15	1170	A
USGS	03109500	2013-04-16	963	A
USGS	03109500	2013-04-17	886	A
USGS	03109500	2013-04-18	786	A
USGS	03109500	2013-04-19	732	A
USGS	03109500	2013-04-20	712	A
USGS	03109500	2013-04-21	584	A
USGS	03109500	2013-04-22	509	A
USGS	03109500	2013-04-23	462	A
USGS	03109500	2013-04-24	481	A
USGS	03109500	2013-04-25	683	A
USGS	03109500	2013-04-26	552	A
USGS	03109500	2013-04-27	446	A
USGS	03109500	2013-04-28	427	A
USGS	03109500	2013-04-29	580	A
USGS	03109500	2013-04-30	559	A
USGS	03109500	2013-05-01	460	A
USGS	03109500	2013-05-02	391	A
USGS	03109500	2013-05-03	349	A
USGS	03109500	2013-05-04	315	A
USGS	03109500	2013-05-05	294	A
USGS	03109500	2013-05-06	273	A
USGS	03109500	2013-05-07	258	A
USGS	03109500	2013-05-08	250	A
USGS	03109500	2013-05-09	245	A
USGS	03109500	2013-05-10	249	A
USGS	03109500	2013-05-11	470	A
USGS	03109500	2013-05-12	383	A
USGS	03109500	2013-05-13	294	A
USGS	03109500	2013-05-14	253	A
USGS	03109500	2013-05-15	238	A
USGS	03109500	2013-05-16	228	A
USGS	03109500	2013-05-17	209	A
USGS	03109500	2013-05-18	193	A
USGS	03109500	2013-05-19	182	A
USGS	03109500	2013-05-20	175	A
USGS	03109500	2013-05-21	168	A
USGS	03109500	2013-05-22	160	A
USGS	03109500	2013-05-23	166	A
USGS	03109500	2013-05-24	155	A
USGS	03109500	2013-05-25	149	A
USGS	03109500	2013-05-26	140	A
USGS	03109500	2013-05-27	133	A
USGS	03109500	2013-05-28	145	A
USGS	03109500	2013-05-29	156	A
USGS	03109500	2013-05-30	145	A
USGS	03109500	2013-05-31	131	A
USGS	03109500	2013-06-01	122	A
USGS	03109500	2013-06-02	127	A
USGS	03109500	2013-06-03	144	A
USGS	03109500	2013-06-04	131	A
USGS	03109500	2013-06-05	113	A
USGS	03109500	2013-06-06	209	A
USGS	03109500	2013-06-07	421	A
USGS	03109500	2013-06-08	278	A
USGS	03109500	2013-06-09	195	A
USGS	03109500	2013-06-10	170	A
USGS	03109500	2013-06-11	177	A
USGS	03109500	2013-06-12	162	A
USGS	03109500	2013-06-13	261	A
USGS	03109500	2013-06-14	308	A
USGS	03109500	2013-06-15	216	A
USGS	03109500	2013-06-16	185	A
USGS	03109500	2013-06-17	189	A
USGS	03109500	2013-06-18	164	A
USGS	03109500	2013-06-19	137	A
USGS	03109500	2013-06-20	121	A
USGS	03109500	2013-06-21	108	A
USGS	03109500	2013-06-22	98.5	A
USGS	03109500	2013-06-23	93.1	A
USGS	03109500	2013-06-24	87.8	A
USGS	03109500	2013-06-25	88.7	A
USGS	03109500	2013-06-26	996	A
USGS	03109500	2013-06-27	655	A
USGS	03109500	2013-06-28	454	A
USGS	03109500	2013-06-29	359	A
USGS	03109500	2013-06-30	417	A
USGS	03109500	2013-07-01	577	A
USGS	03109500	2013-07-02	482	A
USGS	03109500	2013-07-03	338	A
USGS	03109500	2013-07-04	574	A
USGS	03109500	2013-07-05	436	A
USGS	03109500	2013-07-06	311	A
USGS	03109500	2013-07-07	278	A
USGS	03109500	2013-07-08	243	A
USGS	03109500	2013-07-09	298	A
USGS	03109500	2013-07-10	2270	A
USGS	03109500	2013-07-11	4460	A
USGS	03109500	2013-07-12	2530	A
USGS	03109500	2013-07-13	1050	A
USGS	03109500	2013-07-14	656	A
USGS	03109500	2013-07-15	485	A
USGS	03109500	2013-07-16	442	A
USGS	03109500	2013-07-17	435	A
USGS	03109500	2013-07-18	372	A
USGS	03109500	2013-07-19	307	A
USGS	03109500	2013-07-20	267	A
USGS	03109500	2013-07-21	243	A
USGS	03109500	2013-07-22	271	A
USGS	03109500	2013-07-23	980	A
USGS	03109500	2013-07-24	1360	A
USGS	03109500	2013-07-25	692	A
USGS	03109500	2013-07-26	405	A
USGS	03109500	2013-07-27	310	A
USGS	03109500	2013-07-28	333	A
USGS	03109500	2013-07-29	287	A
USGS	03109500	2013-07-30	232	A
USGS	03109500	2013-07-31	205	A
USGS	03109500	2013-08-01	194	A
USGS	03109500	2013-08-02	185	A
USGS	03109500	2013-08-03	185	A
USGS	03109500	2013-08-04	186	A
USGS	03109500	2013-08-05	173	A
USGS	03109500	2013-08-06	156	A
USGS	03109500	2013-08-07	147	A
USGS	03109500	2013-08-08	391	A
USGS	03109500	2013-08-09	1550	A
USGS	03109500	2013-08-10	620	A
USGS	03109500	2013-08-11	372	A
USGS	03109500	2013-08-12	280	A
USGS	03109500	2013-08-13	238	A
USGS	03109500	2013-08-14	202	A
USGS	03109500	2013-08-15	179	A
USGS	03109500	2013-08-16	161	A
USGS	03109500	2013-08-17	147	A
USGS	03109500	2013-08-18	137	A
USGS	03109500	2013-08-19	133	A
USGS	03109500	2013-08-20	127	A
USGS	03109500	2013-08-21	119	A
USGS	03109500	2013-08-22	112	A
USGS	03109500	2013-08-23	205	A
USGS	03109500	2013-08-24	196	A
USGS	03109500	2013-08-25	136	A
USGS	03109500	2013-08-26	114	A
USGS	03109500	2013-08-27	115	A
USGS	03109500	2013-08-28	138	A
USGS	03109500	2013-08-29	182	A
USGS	03109500	2013-08-30	149	A
USGS	03109500	2013-08-31	122	A
USGS	03109500	2013-09-01	108	A
USGS	03109500	2013-09-02	102	A
USGS	03109500	2013-09-03	96.6	A
USGS	03109500	2013-09-04	92.2	A
USGS	03109500	2013-09-05	87.1	A
USGS	03109500	2013-09-06	84.5	A
USGS	03109500	2013-09-07	83.9	A
USGS	03109500	2013-09-08	83.2	A
USGS	03109500	2013-09-09	81.7	A
USGS	03109500	2013-09-10	105	A
USGS	03109500	2013-09-11	182	A
USGS	03109500	2013-09-12	142	A
USGS	03109500	2013-09-13	171	A
USGS	03109500	2013-09-14	222	A
USGS	03109500	2013-09-15	153	A
USGS	03109500	2013-09-16	133	A
USGS	03109500	2013-09-17	117	A
USGS	03109500	2013-09-18	108	A
USGS	03109500	2013-09-19	102	A
USGS	03109500	2013-09-20	100	A
USGS	03109500	2013-09-21	125	A
USGS	03109500	2013-09-22	227	A
USGS	03109500	2013-09-23	208	A
USGS	03109500	2013-09-24	146	A
USGS	03109500	2013-09-25	122	A
USGS	03109500	2013-09-26	111	A
USGS	03109500	2013-09-27	103	A
USGS	03109500	2013-09-28	97.5	A
USGS	03109500	2013-09-29	94.2	A
USGS	03109500	2013-09-30	90.0	A
USGS	03109500	2013-10-01	88.7	A
USGS	03109500	2013-10-02	85.9	A
USGS	03109500	2013-10-03	91.1	A
USGS	03109500	2013-10-04	122	A
USGS	03109500	2013-10-05	134	A
USGS	03109500	2013-10-06	198	A
USGS	03109500	2013-10-07	327	A
USGS	03109500	2013-10-08	372	A
USGS	03109500	2013-10-09	228	A
USGS	03109500	2013-10-10	158	A
USGS	03109500	2013-10-11	132	A
USGS	03109500	2013-10-12	119	A
USGS	03109500	2013-10-13	109	A
USGS	03109500	2013-10-14	115	A
USGS	03109500	2013-10-15	201	A
USGS	03109500	2013-10-16	152	A
USGS	03109500	2013-10-17	171	A
USGS	03109500	2013-10-18	302	A
USGS	03109500	2013-10-19	287	A
USGS	03109500	2013-10-20	199	A
USGS	03109500	2013-10-21	168	A
USGS	03109500	2013-10-22	154	A
USGS	03109500	2013-10-23	153	A
USGS	03109500	2013-10-24	153	A
USGS	03109500	2013-10-25	137	A
USGS	03109500	2013-10-26	127	A
USGS	03109500	2013-10-27	120	A
USGS	03109500	2013-10-28	115	A
USGS	03109500	2013-10-29	109	A
USGS	03109500	2013-10-30	105	A
USGS	03109500	2013-10-31	105	A
USGS	03109500	2013-11-01	146	A
USGS	03109500	2013-11-02	252	A
USGS	03109500	2013-11-03	200	A
USGS	03109500	2013-11-04	161	A
USGS	03109500	2013-11-05	142	A
USGS	03109500	2013-11-06	127	A
USGS	03109500	2013-11-07	255	A
USGS	03109500	2013-11-08	519	A
USGS	03109500	2013-11-09	287	A
USGS	03109500	2013-11-10	213	A
USGS	03109500	2013-11-11	182	A
USGS	03109500	2013-11-12	176	A
USGS	03109500	2013-11-13	176	A
USGS	03109500	2013-11-14	183	A
USGS	03109500	2013-11-15	178	A
USGS	03109500	2013-11-16	180	A
USGS	03109500	2013-11-17	260	A
USGS	03109500	2013-11-18	1220	A
USGS	03109500	2013-11-19	784	A
USGS	03109500	2013-11-20	423	A
USGS	03109500	2013-11-21	328	A
USGS	03109500	2013-11-22	310	A
USGS	03109500	2013-11-23	297	A
USGS	03109500	2013-11-24	277	A
USGS	03109500	2013-11-25	258	A
USGS	03109500	2013-11-26	277	A
USGS	03109500	2013-11-27	346	A:e
USGS	03109500	2013-11-28	304	A
USGS	03109500	2013-11-29	268	A
USGS	03109500	2013-11-30	243	A
USGS	03109500	2013-12-01	245	A
USGS	03109500	2013-12-02	267	A
USGS	03109500	2013-12-03	426	A
USGS	03109500	2013-12-04	597	A
USGS	03109500	2013-12-05	605	A
USGS	03109500	2013-12-06	961	A
USGS	03109500	2013-12-07	1040	A
USGS	03109500	2013-12-08	699	A
USGS	03109500	2013-12-09	572	A
USGS	03109500	2013-12-10	554	A
USGS	03109500	2013-12-11	390	A:e
USGS	03109500	2013-12-12	317	A:e
USGS	03109500	2013-12-13	265	A:e
USGS	03109500	2013-12-14	261	A:e
USGS	03109500	2013-12-15	316	A:e
USGS	03109500	2013-12-16	267	A:e
USGS	03109500	2013-12-17	234	A:e
USGS	03109500	2013-12-18	204	A:e
USGS	03109500	2013-12-19	230	A:e
USGS	03109500	2013-12-20	370	A
USGS	03109500	2013-12-21	2250	A
USGS	03109500	2013-12-22	5170	A
USGS	03109500	2013-12-23	3990	A
USGS	03109500	2013-12-24	1940	A
USGS	03109500	2013-12-25	1240	A
USGS	03109500	2013-12-26	998	A
USGS	03109500	2013-12-27	840	A
USGS	03109500	2013-12-28	746	A
USGS	03109500	2013-12-29	731	A
USGS	03109500	2013-12-30	823	A
USGS	03109500	2013-12-31	681	A
USGS	03109500	2014-01-01	548	A
USGS	03109500	2014-01-02	500	A
USGS	03109500	2014-01-03	431	A:e
USGS	03109500	2014-01-04	400	A:e
USGS	03109500	2014-01-05	468	A:e
USGS	03109500	2014-01-06	879	A:e
USGS	03109500	2014-01-07	529	A:e
USGS	03109500	2014-01-08	368	A:e
USGS	03109500	2014-01-09	300	A:e
USGS	03109500	2014-01-10	576	A
USGS	03109500	2014-01-11	1950	A
USGS	03109500	2014-01-12	3100	A
USGS	03109500	2014-01-13	1680	A
USGS	03109500	2014-01-14	2150	A
USGS	03109500	2014-01-15	1700	A
USGS	03109500	2014-01-16	1230	A
USGS	03109500	2014-01-17	1020	A
USGS	03109500	2014-01-18	819	A
USGS	03109500	2014-01-19	675	A
USGS	03109500	2014-01-20	591	A:e
USGS	03109500	2014-01-21	464	A:e
USGS	03109500	2014-01-22	306	A:e
USGS	03109500	2014-01-23	232	A:e
USGS	03109500	2014-01-24	220	A:e
USGS	03109500	2014-01-25	237	A:e
USGS	03109500	2014-01-26	239	A:e
USGS	03109500	2014-01-27	232	A:e
USGS	03109500	2014-01-28	218	A:e
USGS	03109500	2014-01-29	217	A:e
USGS	03109500	2014-01-30	201	A:e
USGS	03109500	2014-01-31	201	A:e
USGS	03109500	2014-02-01	222	A:e
USGS	03109500	2014-02-02	371	A:e
USGS	03109500	2014-02-03	446	A:e
USGS	03109500	2014-02-04	408	A:e
USGS	03109500	2014-02-05	318	A:e
USGS	03109500	2014-02-06	254	A:e
USGS	03109500	2014-02-07	286	A:e
USGS	03109500	2014-02-08	261	A:e
USGS	03109500	2014-02-09	253	A:e
USGS	03109500	2014-02-10	249	A:e
USGS	03109500	2014-02-11	245	A:e
USGS	03109500	2014-02-12	241	A:e
USGS	03109500	2014-02-13	242	A:e
USGS	03109500	2014-02-14	237	A:e
USGS	03109500	2014-02-15	235	A:e
USGS	03109500	2014-02-16	227	A:e
USGS	03109500	2014-02-17	220	A:e
USGS	03109500	2014-02-18	275	A:e
USGS	03109500	2014-02-19	654	A:e
USGS	03109500	2014-02-20	1090	A
USGS	03109500	2014-02-21	3960	A
USGS	03109500	2014-02-22	4370	A
USGS	03109500	2014-02-23	2990	A
USGS	03109500	2014-02-24	1630	A
USGS	03109500	2014-02-25	1070	A
USGS	03109500	2014-02-26	839	A
USGS	03109500	2014-02-27	615	A:e
USGS	03109500	2014-02-28	481	A:e
USGS	03109500	2014-03-01	411	A:e
USGS	03109500	2014-03-02	335	A:e
USGS	03109500	2014-03-03	296	A:e
USGS	03109500	2014-03-04	286	A:e
USGS	03109500	2014-03-05	286	A:e
USGS	03109500	2014-03-06	296	A:e
USGS	03109500	2014-03-07	321	A:e
USGS	03109500	2014-03-08	380	A:e
USGS	03109500	2014-03-09	462	A:e
USGS	03109500	2014-03-10	486	A
USGS	03109500	2014-03-11	813	A
USGS	03109500	2014-03-12	1650	A
USGS	03109500	2014-03-13	1810	A
USGS	03109500	2014-03-14	1040	A
USGS	03109500	2014-03-15	919	A
USGS	03109500	2014-03-16	790	A
USGS	03109500	2014-03-17	625	A
USGS	03109500	2014-03-18	569	A
USGS	03109500	2014-03-19	553	A
USGS	03109500	2014-03-20	927	A
USGS	03109500	2014-03-21	841	A
USGS	03109500	2014-03-22	704	A
USGS	03109500	2014-03-23	632	A
USGS	03109500	2014-03-24	532	A
USGS	03109500	2014-03-25	482	A
USGS	03109500	2014-03-26	455	A
USGS	03109500	2014-03-27	410	A
USGS	03109500	2014-03-28	422	A
USGS	03109500	2014-03-29	434	A
USGS	03109500	2014-03-30	822	A
USGS	03109500	2014-03-31	1010	A
USGS	03109500	2014-04-01	756	A
USGS	03109500	2014-04-02	647	A:e
USGS	03109500	2014-04-03	619	A:e
USGS	03109500	2014-04-04	1610	A
USGS	03109500	2014-04-05	1810	A
USGS	03109500	2014-04-06	1200	A
USGS	03109500	2014-04-07	986	A
USGS	03109500	2014-04-08	1690	A
USGS	03109500	2014-04-09	1470	A
USGS	03109500	2014-04-10	1040	A
USGS	03109500	2014-04-11	1070	A
USGS	03109500	2014-04-12	1270	A
USGS	03109500	2014-04-13	963	A
USGS	03109500	2014-04-14	835	A
USGS	03109500	2014-04-15	859	A
USGS	03109500	2014-04-16	880	A
USGS	03109500	2014-04-17	708	A
USGS	03109500	2014-04-18	622	A
USGS	03109500	2014-04-19	566	A
USGS	03109500	2014-04-20	512	A
USGS	03109500	2014-04-21	469	A
USGS	03109500	2014-04-22	473	A
USGS	03109500	2014-04-23	504	A
USGS	03109500	2014-04-24	429	A
USGS	03109500	2014-04-25	409	A
USGS	03109500	2014-04-26	545	A
USGS	03109500	2014-04-27	471	A
USGS	03109500	2014-04-28	396	A
USGS	03109500	2014-04-29	865	A
USGS	03109500	2014-04-30	3180	A
USGS	03109500	2014-05-01	5080	A
USGS	03109500	2014-05-02	2830	A
USGS	03109500	2014-05-03	1750	A
USGS	03109500	2014-05-04	1390	A
USGS	03109500	2014-05-05	1100	A
USGS	03109500	2014-05-06	918	A
USGS	03109500	2014-05-07	816	A
USGS	03109500	2014-05-08	773	A
USGS	03109500	2014-05-09	667	A
USGS	03109500	2014-05-10	610	A
USGS	03109500	2014-05-11	586	A
USGS	03109500	2014-05-12	546	A
USGS	03109500	2014-05-13	1580	A
USGS	03109500	2014-05-14	2040	A
USGS	03109500	2014-05-15	4580	A
USGS	03109500	2014-05-16	5620	A
USGS	03109500	2014-05-17	3310	A
USGS	03109500	2014-05-18	2050	A
USGS	03109500	2014-05-19	1490	A
USGS	03109500	2014-05-20	1180	A
USGS	03109500	2014-05-21	1010	A
USGS	03109500	2014-05-22	866	A
USGS	03109500	2014-05-23	727	A
USGS	03109500	2014-05-24	634	A
USGS	03109500	2014-05-25	561	A
USGS	03109500	2014-05-26	492	A
USGS	03109500	2014-05-27	455	A
USGS	03109500	2014-05-28	803	A
USGS	03109500	2014-05-29	678	A
USGS	03109500	2014-05-30	521	A
USGS	03109500	2014-05-31	418	A
USGS	03109500	2014-06-01	358	A
USGS	03109500	2014-06-02	328	A
USGS	03109500	2014-06-03	343	A
USGS	03109500	2014-06-04	459	A
USGS	03109500	2014-06-05	1160	A
USGS	03109500	2014-06-06	745	A
USGS	03109500	2014-06-07	455	A
USGS	03109500	2014-06-08	370	A
USGS	03109500	2014-06-09	351	A
USGS	03109500	2014-06-10	318	A
USGS	03109500	2014-06-11	293	A
USGS	03109500	2014-06-12	308	A
USGS	03109500	2014-06-13	274	A
USGS	03109500	2014-06-14	249	A
USGS	03109500	2014-06-15	223	A
USGS	03109500	2014-06-16	205	A
USGS	03109500	2014-06-17	200	A
USGS	03109500	2014-06-18	757	A
USGS	03109500	2014-06-19	1580	A
USGS	03109500	2014-06-20	1010	A
USGS	03109500	2014-06-21	610	A
USGS	03109500	2014-06-22	504	A
USGS	03109500	2014-06-23	376	A
USGS	03109500	2014-06-24	565	A
USGS	03109500	2014-06-25	4830	A
USGS	03109500	2014-06-26	3510	A
USGS	03109500	2014-06-27	1620	A
USGS	03109500	2014-06-28	972	A
USGS	03109500	2014-06-29	749	A
USGS	03109500	2014-06-30	674	A
USGS	03109500	2014-07-01	556	A
USGS	03109500	2014-07-02	471	A
USGS	03109500	2014-07-03	412	A
USGS	03109500	2014-07-04	499	A
USGS	03109500	2014-07-05	360	A
USGS	03109500	2014-07-06	301	A
USGS	03109500	2014-07-07	282	A
USGS	03109500	2014-07-08	358	A
USGS	03109500	2014-07-09	558	A
USGS	03109500	2014-07-10	426	A
USGS	03109500	2014-07-11	289	A
USGS	03109500	2014-07-12	243	A
USGS	03109500	2014-07-13	273	A
USGS	03109500	2014-07-14	948	A
USGS	03109500	2014-07-15	474	A
USGS	03109500	2014-07-16	325	A
USGS	03109500	2014-07-17	261	A
USGS	03109500	2014-07-18	227	A
USGS	03109500	2014-07-19	472	A
USGS	03109500	2014-07-20	686	A
USGS	03109500	2014-07-21	443	A
USGS	03109500	2014-07-22	323	A
USGS	03109500	2014-07-23	266	A
USGS	03109500	2014-07-24	234	A
USGS	03109500	2014-07-25	209	A
USGS	03109500	2014-07-26	194	A
USGS	03109500	2014-07-27	755	A
USGS	03109500	2014-07-28	714	A
USGS	03109500	2014-07-29	560	A
USGS	03109500	2014-07-30	384	A
USGS	03109500	2014-07-31	310	A
USGS	03109500	2014-08-01	265	A
USGS	03109500	2014-08-02	254	A
USGS	03109500	2014-08-03	548	A
USGS	03109500	2014-08-04	480	A
USGS	03109500	2014-08-05	312	A
USGS	03109500	2014-08-06	256	A
USGS	03109500	2014-08-07	240	A
USGS	03109500	2014-08-08	204	A
USGS	03109500	2014-08-09	182	A
USGS	03109500	2014-08-10	167	A
USGS	03109500	2014-08-11	173	A
USGS	03109500	2014-08-12	788	A
USGS	03109500	2014-08-13	745	A
USGS	03109500	2014-08-14	383	A
USGS	03109500	2014-08-15	274	A
USGS	03109500	2014-08-16	224	A
USGS	03109500	2014-08-17	201	A
USGS	03109500	2014-08-18	193	A
USGS	03109500	2014-08-19	178	A
USGS	03109500	2014-08-20	1400	A
USGS	03109500	2014-08-21	1440	A
USGS	03109500	2014-08-22	695	A
USGS	03109500	2014-08-23	755	A
USGS	03109500	2014-08-24	492	A
USGS	03109500	2014-08-25	366	A
USGS	03109500	2014-08-26	301	A
USGS	03109500	2014-08-27	259	A
USGS	03109500	2014-08-28	230	A
USGS	03109500	2014-08-29	203	A
USGS	03109500	2014-08-30	184	A
USGS	03109500	2014-08-31	218	A
USGS	03109500	2014-09-01	273	A
USGS	03109500	2014-09-02	226	A
USGS	03109500	2014-09-03	256	A
USGS	03109500	2014-09-04	218	A
USGS	03109500	2014-09-05	183	A
USGS	03109500	2014-09-06	174	A
USGS	03109500	2014-09-07	160	A
USGS	03109500	2014-09-08	147	A
USGS	03109500	2014-09-09	134	A
USGS	03109500	2014-09-10	124	A
USGS	03109500	2014-09-11	132	A
USGS	03109500	2014-09-12	147	A
USGS	03109500	2014-09-13	139	A
USGS	03109500	2014-09-14	124	A
USGS	03109500	2014-09-15	117	A
USGS	03109500	2014-09-16	123	A
USGS	03109500	2014-09-17	126	A
